page,status,score,severity,category,check,message,evidence
_backups/fase1/_backups/fase1/en/eventos.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/en/eventos.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/en/eventos.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/en/guia-do-rio.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/en/guia-do-rio.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/en/guia-do-rio.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/en/how-to-get-there.html,WARN,98,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/en/index.html,FAIL,82,WARN,SEO,title_length,Title fora da faixa ideal.,Brazilian Restaurant at Urca Hill with Sugarloaf View | Embaixada Carioca
_backups/fase1/_backups/fase1/en/index.html,FAIL,82,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/_backups/fase1/en/index.html,FAIL,82,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/en/index.html,FAIL,82,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/en/index.html,FAIL,82,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/en/sunset.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/en/sunset.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/en/sunset.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/entardecer.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/entardecer.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/entardecer.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/almoco.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/almoco.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/almoco.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/atardecer.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/atardecer.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/atardecer.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/cafe-da-manha.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/cafe-da-manha.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/cafe-da-manha.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/cardapio.html,FAIL,84,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase1/_backups/fase1/es/cardapio.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/cardapio.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/cardapio.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/como-llegar.html,WARN,98,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/entardecer.html,FAIL,84,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase1/_backups/fase1/es/entardecer.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/entardecer.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/entardecer.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/eventos.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/eventos.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/eventos.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,SEO,title_length,Title fora da faixa ideal.,"Guía de Río: Morro da Urca, Pan de Azúcar y Dónde Comer | Embaixada Carioca"
_backups/fase1/_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/es/index.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/_backups/fase1/es/index.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/es/index.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/es/index.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/guia-do-rio.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/guia-do-rio.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/guia-do-rio.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/index.html,FAIL,82,WARN,SEO,title_length,Title fora da faixa ideal.,Embaixada Carioca — Restaurante no Morro da Urca com Vista para o Pão de Açúcar
_backups/fase1/_backups/fase1/index.html,FAIL,82,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/_backups/fase1/index.html,FAIL,82,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/_backups/fase1/index.html,FAIL,82,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/index.html,FAIL,82,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/_backups/fase1/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/_backups/fase1/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/almoco.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/almoco.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/almoco.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/cafe-da-manha-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/cafe-da-manha-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/cafe-da-manha.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/cafe-da-manha.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/cafe-da-manha.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/caipirinha-com-vista-rio.html,FAIL,86,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/cardapio.html,WARN,92,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/cardapio.html,WARN,92,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/cardapio.html,WARN,92,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/cardapio.html,WARN,92,WARN,PERFORMANCE,many_inline_styles,31 blocos style.,
_backups/fase1/como-chegar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/como-chegar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/almoco.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/almoco.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/almoco.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/cafe-da-manha.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/cafe-da-manha.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/cafe-da-manha.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/caipirinha-com-vista-rio.html,FAIL,86,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/en/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/cardapio.html,FAIL,84,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase1/en/cardapio.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/cardapio.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/cardapio.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/entardecer.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/entardecer.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/entardecer.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/eventos.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/eventos.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/eventos.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/gastronomia-carioca.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/gastronomia-carioca.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/gastronomia-carioca.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/guia-do-rio.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/guia-do-rio.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/guia-do-rio.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/how-to-get-there.html,WARN,98,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/index.html,FAIL,82,WARN,SEO,title_length,Title fora da faixa ideal.,Brazilian Restaurant at Urca Hill with Sugarloaf View | Embaixada Carioca
_backups/fase1/en/index.html,FAIL,82,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/en/index.html,FAIL,82,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/index.html,FAIL,82,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/index.html,FAIL,82,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/en/sunset.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/en/sunset.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/en/sunset.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/entardecer.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/entardecer.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/entardecer.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/almoco.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/almoco.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/almoco.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/atardecer.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/atardecer.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/atardecer.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/cafe-da-manha.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/cafe-da-manha.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/cafe-da-manha.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/cardapio.html,FAIL,84,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase1/es/cardapio.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/cardapio.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/cardapio.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/como-llegar.html,WARN,98,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/entardecer.html,FAIL,84,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase1/es/entardecer.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/entardecer.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/entardecer.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/eventos.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/eventos.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/eventos.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/gastronomia-carioca.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/gastronomia-carioca.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/gastronomia-carioca.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,SEO,title_length,Title fora da faixa ideal.,"Guía de Río: Morro da Urca, Pan de Azúcar y Dónde Comer | Embaixada Carioca"
_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/guia-do-rio.html,WARN,92,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/index.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/es/index.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/index.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/index.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/nossa-visao.html,FAIL,88,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/es/nossa-visao.html,FAIL,88,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/parque-bondinho-pan-de-azucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/parque-bondinho-pan-de-azucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/parque-bondinho.html,FAIL,74,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase1/es/parque-bondinho.html,FAIL,74,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/es/parque-bondinho.html,FAIL,74,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/es/parque-bondinho.html,FAIL,74,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/parque-bondinho.html,FAIL,74,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/es/restaurante-morro-da-urca.html,WARN,94,WARN,SEO,title_length,Title fora da faixa ideal.,Restaurante en el Morro da Urca con Vista al Pan de Azúcar | Embaixada Carioca
_backups/fase1/es/restaurante-morro-da-urca.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/es/restaurante-morro-da-urca.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/guia-do-rio.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/guia-do-rio.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/guia-do-rio.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/index.html,FAIL,82,WARN,SEO,title_length,Title fora da faixa ideal.,Embaixada Carioca — Restaurante no Morro da Urca com Vista para o Pão de Açúcar
_backups/fase1/index.html,FAIL,82,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/index.html,FAIL,82,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
