page,lang,utility,category,word_count,title,meta_description,h1,canonical,schema_types,has_restaurant_schema,has_faq_schema,has_opening_hours,has_cta,in_sitemap,language_leak_count,language_leaks,broken_anchor_count,html_kb,inline_style_count,score
en/almoco-morro-da-urca.html,en,False,park,702,Where to Lunch at Morro da Urca and Sugarloaf | Embaixada Carioca,Looking for where to have lunch at Morro da Urca? Embaixada Carioca offers the best Brazilian gastronomy with a panoramic view at Sugarloaf Mountain.,Where to Lunch at Morro da Urca,https://www.embaixadacarioca.com/en/almoco-morro-da-urca.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,70.1,52,92
en/almoco.html,en,False,menu,1235,Lunch with a View at Sugarloaf | Embaixada Carioca,,Award-winning Lunch at Sugarloaf Mountain — Restaurant Urca Hill .,https://www.embaixadacarioca.com/en/almoco.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,Menu,MenuItem,MenuSection,Offer,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,SpeakableSpecification,WebPage,WebSite",True,False,True,True,True,0,,0,180.7,79,90
en/breakfast-with-a-view-rio-de-janeiro.html,en,False,breakfast,493,Breakfast with a View in Rio de Janeiro | Embaixada Carioca,"Breakfast with a view in Rio de Janeiro at Urca Hill, inside Sugarloaf Cable Car Park. Open daily from 8:30 am.",Breakfast with a view in Rio de Janeiro,https://www.embaixadacarioca.com/en/breakfast-with-a-view-rio-de-janeiro.html,"Answer,FAQPage,PostalAddress,Question,Restaurant,WebPage",True,True,False,True,True,0,,0,19.5,0,79
en/cafe-da-manha-pao-de-acucar.html,en,False,breakfast,706,Breakfast with a View in Rio de Janeiro | Embaixada Carioca,"Where to have breakfast with a view in Rio? Embaixada Carioca serves breakfast every day at Morro da Urca, overlooking Sugarloaf Mountain.",Breakfast with a View in Rio de Janeiro,https://www.embaixadacarioca.com/en/cafe-da-manha-pao-de-acucar.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,70.2,52,92
en/cafe-da-manha.html,en,False,breakfast,1484,Breakfast with a View in Rio | Sugarloaf Cable Car Park,"Breakfast with a view in Rio at Urca Hill, inside Sugarloaf Cable Car Park. Open daily from 8:30 am.",Breakfast with a view of Sugarloaf Mountain — Urca Hill.,https://www.embaixadacarioca.com/en/cafe-da-manha.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,FoodEvent,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,Place,PostalAddress,Question,ReserveAction,Restaurant,Schedule,SpeakableSpecification,WebPage,WebSite",True,True,True,True,True,0,,0,201.5,69,100
en/caipirinha-com-vista-rio.html,en,False,guide,696,Where to Drink Caipirinha in Rio with a View | Embaixada Carioca,The best caipirinha in Rio de Janeiro with a view of Sugarloaf Mountain. Award-winning Magnífica Cachaça and fresh fruits at Morro da Urca.,Where to Drink Caipirinha in Rio de Janeiro,https://www.embaixadacarioca.com/en/caipirinha-com-vista-rio.html,"AggregateRating,BarOrPub,BreadcrumbList,GeoCoordinates,ListItem,LocalBusiness,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,71.3,52,92
en/cardapio.html,en,False,menu,1002,Menu | Bondinho Restaurant | Embaixada Carioca,,"Menu completo — Embaixada Carioca, Urca Hill.",https://www.embaixadacarioca.com/en/cardapio.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,Menu,MenuItem,MenuSection,Offer,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,SpeakableSpecification,WebPage,WebSite",True,False,True,True,True,0,,0,178.9,82,90
en/contato.html,en,False,generic,604,Contact | Embaixada Carioca — Urca Hill Restaurant,"Contact, reservations and events at Embaixada Carioca, a Brazilian restaurant at Urca Hill inside Sugarloaf Cable Car Park.","Contact, reservations and events at Urca Hill",https://www.embaixadacarioca.com/en/contato.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocalBusiness,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,1,35.0,0,81
en/entardecer.html,en,False,drinks,1175,Romantic Sunset Dinner in Rio | Embaixada Carioca,"Enjoy sunset drinks at Embaixada Carioca, inside Sugarloaf Cable Car Park, with caipirinhas, Brazilian snacks and views of Rio.",Sunset over the bay — the most beautiful sundowner in Rio.,https://www.embaixadacarioca.com/en/entardecer.html,"AggregateRating,BreadcrumbList,FoodEvent,GeoCoordinates,ImageObject,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,Organization,Place,PostalAddress,ReserveAction,Restaurant,Schedule,SpeakableSpecification,VideoObject,WebPage,WebSite",True,False,True,True,True,0,,0,177.2,67,100
en/eventos.html,en,False,events,1175,Event Venue Rio de Janeiro | Panoramic View – Embaixada Carioca,,Events at Urca Hill — with a view of Sugarloaf Mountain.,https://www.embaixadacarioca.com/en/eventos.html,"AggregateRating,Answer,BreadcrumbList,EventVenue,FAQPage,GeoCoordinates,ImageObject,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,Organization,PostalAddress,Question,ReserveAction,Restaurant,Service,SpeakableSpecification,VideoObject,WebPage,WebSite",True,True,True,True,True,0,,0,181.0,41,90
en/feijoada-com-vista-rio-de-janeiro.html,en,False,feijoada,704,Feijoada with a View in Rio | Embaixada Carioca,"The best feijoada in Rio de Janeiro with a view of Sugarloaf Mountain. Served every day at Embaixada Carioca, at Morro da Urca.",Where to Eat Feijoada in Rio de Janeiro,https://www.embaixadacarioca.com/en/feijoada-com-vista-rio-de-janeiro.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,70.3,52,92
en/feijoada.html,en,False,feijoada,1492,Award-Winning Feijoada in Rio | Embaixada Carioca,,The most awarded feijoada in Rio de Janeiro.,https://www.embaixadacarioca.com/en/feijoada.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,Question,ReserveAction,Restaurant,WebSite",True,True,True,True,True,0,,0,157.6,31,90
en/gastronomia-carioca.html,en,False,guide,990,Carioca Gastronomy: Typical Dishes & Where to Eat in Rio 2026,"Complete guide to carioca cuisine: feijoada, moqueca, shrimp, artisan cachaça and the best restaurants in Rio de Janeiro. Curated by Embaixada Carioca.",Carioca Gastronomy: The Typical Dishes of Rio and Where to Eat,https://www.embaixadacarioca.com/en/gastronomia-carioca.html,"AggregateRating,Article,BreadcrumbList,FoodEstablishment,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,Organization,PostalAddress,ReserveAction,Restaurant,WebSite",True,False,True,True,True,0,,0,154.1,22,100
en/guia-do-rio.html,en,False,guide,3004,Where to Eat in Rio with a View | Embaixada Carioca Guide,"Guide to where to eat in Rio with a view: Urca Hill, Sugarloaf, Brazilian lunch, breakfast, caipirinhas and sunset drinks.",Roteiro Rio de Janeiro O Guia Definitivo.,https://www.embaixadacarioca.com/en/guia-do-rio.html,"AggregateRating,Article,BreadcrumbList,GeoCoordinates,HowTo,HowToStep,ListItem,LocationFeatureSpecification,MonetaryAmount,OpeningHoursSpecification,Organization,PostalAddress,ReserveAction,Restaurant,SpeakableSpecification,WebPage,WebSite",True,False,True,True,True,0,,0,200.8,76,100
en/how-to-get-there.html,en,False,access,930,How to Get to Sugarloaf Cable Car Park and Urca Hill | Embaixada Carioca,"How to get to Embaixada Carioca at Urca Hill: Sugarloaf cable car tickets, trail, metro, bus, Uber, car, parking and bike options.",How to get to Embaixada Carioca at Urca Hill,https://www.embaixadacarioca.com/en/how-to-get-there.html,"Answer,FAQPage,PostalAddress,Question,Restaurant,WebPage",True,True,False,True,True,0,,0,28.8,0,95
en/index.html,en,False,generic,5536,Restaurant at Sugarloaf and Urca Hill | Embaixada Carioca,"Brazilian restaurant at Urca Hill inside Sugarloaf Cable Car Park. Breakfast, lunch, caipirinhas and Rio views.","Restaurant at Urca Hill , inside Bondinho Pão de Açúcar Park .",https://www.embaixadacarioca.com/en/,"AggregateRating,BreadcrumbList,ContactPoint,FoodEstablishment,GeoCoordinates,ListItem,LocalBusiness,LocationFeatureSpecification,Menu,MenuItem,MenuSection,Offer,OpeningHoursSpecification,Organization,PostalAddress,ReserveAction,Restaurant,TouristAttraction,WebSite",True,False,True,True,True,0,,0,277.9,424,100
en/morro-da-urca.html,en,False,park,1547,"Urca Hill: What to Do, How to Get There & Where to Eat","Guide to Urca Hill: 227m altitude, Bondinho Park, panoramic views and the best restaurant with a view of Sugarloaf Mountain in Rio.","Urca Hill: What to Do, How to Get There and Where to Eat",https://www.embaixadacarioca.com/en/morro-da-urca.html,"AggregateRating,Article,BreadcrumbList,City,GeoCoordinates,ImageObject,Landform,ListItem,LocalBusiness,LocationFeatureSpecification,Neighborhood,OpeningHoursSpecification,Organization,PostalAddress,ReserveAction,Restaurant,TouristAttraction,WebSite",True,False,True,True,True,0,,0,161.0,15,100
en/nossa-visao.html,en,False,generic,593,Our Vision | Embaixada Carioca — Urca Hill Restaurant,"Embaixada Carioca’s vision: Brazilian hospitality, Rio food culture and Sugarloaf views at Urca Hill.",Our vision: Brazilian hospitality at Urca Hill,https://www.embaixadacarioca.com/en/nossa-visao.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocalBusiness,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,1,35.0,0,81
en/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,en,False,guide,961,What to do after the Sugarloaf Cable Car | Embaixada Carioca,"Practical Embaixada Carioca guide to planning a Sugarloaf, Urca Hill and Urca visit with Brazilian food and views.","What to do after the Sugarloaf Cable Car: where to eat, take photos and watch the sunset",https://www.embaixadacarioca.com/en/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,"AggregateRating,Article,BreadcrumbList,GeoCoordinates,HowTo,HowToStep,ListItem,LocationFeatureSpecification,MonetaryAmount,OpeningHoursSpecification,Organization,PostalAddress,ReserveAction,Restaurant,SpeakableSpecification,WebPage,WebSite",True,False,True,True,True,0,,0,155.9,8,100
en/parque-bondinho.html,en,False,park,1169,Parque Bondinho cable car | Embaixada Carioca,,"Bondinho Pão de Açúcar Park: Tickets, Hours and Where to Eat",https://www.embaixadacarioca.com/en/parque-bondinho.html,"AggregateRating,Article,BreadcrumbList,GeoCoordinates,ListItem,LocalBusiness,LocationFeatureSpecification,OpeningHoursSpecification,Organization,PostalAddress,ReserveAction,Restaurant,TouristAttraction,TouristDestination,WebSite",True,False,True,True,True,0,,0,158.6,23,90
en/por-do-sol-morro-da-urca.html,en,False,drinks,682,Sunset at Morro da Urca | Embaixada Carioca,Where to watch the sunset at Sugarloaf Mountain? Embaixada Carioca at Morro da Urca offers the best view for the sunset in Rio de Janeiro.,Sunset at Sugarloaf Mountain,https://www.embaixadacarioca.com/en/por-do-sol-morro-da-urca.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,70.1,52,92
en/restaurant-at-urca-hill.html,en,False,local_restaurant,1015,Restaurant at Urca Hill with Sugarloaf Mountain view,"Restaurant at Urca Hill inside Sugarloaf Cable Car Park, serving breakfast, Brazilian lunch and drinks with direct Sugarloaf views.",Restaurant at Urca Hill,https://www.embaixadacarioca.com/en/restaurant-at-urca-hill.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,GeoCoordinates,ItemList,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,Question,ReserveAction,Restaurant,WebSite",True,True,True,True,True,0,,0,64.6,0,100
en/restaurants-near-sugarloaf-mountain.html,en,False,local_restaurant,1025,Restaurants near Sugarloaf Mountain | Local guide,"Restaurants near Sugarloaf Mountain: options around Urca, Praia Vermelha and Urca Hill for breakfast, lunch, drinks and views.",Restaurants near Sugarloaf Mountain,https://www.embaixadacarioca.com/en/restaurants-near-sugarloaf-mountain.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,GeoCoordinates,ItemList,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,Question,ReserveAction,Restaurant,WebSite",True,True,True,True,True,0,,0,64.8,0,100
en/roteiro-meio-dia-urca-pao-de-acucar.html,en,False,guide,807,Half-Day Itinerary in Urca and Sugarloaf | Embaixada Carioca,,"Half-Day Itinerary in Urca and Sugarloaf: Praia Vermelha, Cable Car, Urca Hill and Lunch with a View",https://www.embaixadacarioca.com/en/roteiro-meio-dia-urca-pao-de-acucar.html,"AggregateRating,Article,BreadcrumbList,GeoCoordinates,HowTo,HowToStep,ListItem,LocationFeatureSpecification,MonetaryAmount,OpeningHoursSpecification,Organization,PostalAddress,ReserveAction,Restaurant,SpeakableSpecification,WebPage,WebSite",True,False,True,True,True,0,,0,151.3,9,82
en/sugarloaf-cable-car-park.html,en,False,park,630,Sugarloaf Cable Car Park: where to eat at Urca Hill,"Where to eat inside Sugarloaf Cable Car Park: breakfast, Brazilian lunch, caipirinhas and a direct Sugarloaf Mountain view at Urca Hill.",Where to eat at Sugarloaf Cable Car Park,https://www.embaixadacarioca.com/en/sugarloaf-cable-car-park.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,GeoCoordinates,ItemList,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,Question,ReserveAction,Restaurant,WebSite",True,True,True,True,True,0,,0,61.4,0,84
en/sugarloaf-cable-car-restaurant.html,en,False,local_restaurant,1018,Sugarloaf Cable Car Restaurant | Embaixada Carioca,"Restaurant inside Sugarloaf Cable Car Park, at the first cable car stop, with breakfast, Brazilian lunch, caipirinhas and views.",Sugarloaf Cable Car restaurant,https://www.embaixadacarioca.com/en/sugarloaf-cable-car-restaurant.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,GeoCoordinates,ItemList,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,Question,ReserveAction,Restaurant,WebSite",True,True,True,True,True,0,,0,64.6,0,100
en/sunset.html,en,False,drinks,1175,Romantic Sunset Dinner in Rio | Embaixada Carioca,,Sunset over the bay — the most beautiful sundowner in Rio.,https://www.embaixadacarioca.com/en/sunset.html,"AggregateRating,BreadcrumbList,FoodEvent,GeoCoordinates,ImageObject,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,Organization,Place,PostalAddress,ReserveAction,Restaurant,Schedule,SpeakableSpecification,VideoObject,WebPage,WebSite",True,False,True,True,True,0,,0,177.2,67,90
en/where-to-eat-near-sugarloaf.html,en,False,local_restaurant,1011,Where to eat near Sugarloaf Mountain | Embaixada Carioca,"Where to eat near Sugarloaf Mountain in Rio: restaurant at Urca Hill with breakfast, Brazilian lunch, caipirinhas and direct views.",Where to eat near Sugarloaf Mountain,https://www.embaixadacarioca.com/en/where-to-eat-near-sugarloaf.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,GeoCoordinates,ItemList,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,Question,ReserveAction,Restaurant,WebSite",True,True,True,True,True,0,,0,64.6,0,100
entardecer.html,pt-BR,False,drinks,1012,Entardecer no Morro da Urca | Drinks com Vista no Rio,"Entardecer no Morro da Urca com caipirinhas, chope e petiscos no Parque Bondinho Pão de Açúcar. Drinks com vista no Rio.","Entardecer no Morro da Urca — drinks, petiscos e Pão de Açúcar.",https://www.embaixadacarioca.com/entardecer.html,"AggregateRating,BreadcrumbList,FoodEvent,GeoCoordinates,ImageObject,ListItem,LocationFeatureSpecification,MusicGroup,OpeningHoursSpecification,Organization,Place,PostalAddress,ReserveAction,Restaurant,Schedule,SpeakableSpecification,VideoObject,WebPage,WebSite",True,False,True,True,True,0,,0,177.6,74,100
es/almoco-morro-da-urca.html,es,False,park,675,Almuerzo en Morro da Urca | Embaixada Carioca,¿Buscas dónde almorzar en el Morro da Urca? Embaixada Carioca ofrece la mejor gastronomía brasileña con vista panorámica en el Pan de Azúcar.,Dónde Almorzar en el Morro da Urca,https://www.embaixadacarioca.com/es/almoco-morro-da-urca.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,70.2,52,92
es/almoco.html,es,False,menu,946,Almuerzo con Vista al Pan de Azúcar | Embaixada Carioca,,Almuerzo premiado en el Pan de Azúcar — Restaurante Morro da Urca .,https://www.embaixadacarioca.com/es/almoco.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,MenuItem,MenuSection,Menú,Offer,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,SpeakableSpecification,WebPage,WebSite",True,False,True,True,True,0,,0,176.4,79,90
es/atardecer.html,es,False,drinks,1186,Cena Romántica al Atardecer en Río | Embaixada Carioca,,Atardecer sobre la bahía — el atardecer más bonito de Río.,https://www.embaixadacarioca.com/es/atardecer.html,"AggregateRating,BreadcrumbList,FoodEvent,GeoCoordinates,ImageObject,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,Organization,Place,PostalAddress,ReserveAction,Restaurant,Schedule,SpeakableSpecification,VideoObject,WebPage,WebSite",True,False,True,True,True,0,,0,177.2,67,90
es/cafe-da-manha-pao-de-acucar.html,es,False,breakfast,688,Desayuno con Vista en Río de Janeiro | Embaixada Carioca,"¿Dónde desayunar con vista en Río? Embaixada Carioca sirve desayuno todos los días en el Morro da Urca, con vista al Pan de Azúcar.",Desayuno con Vista en Río de Janeiro,https://www.embaixadacarioca.com/es/cafe-da-manha-pao-de-acucar.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,70.3,52,92
es/cafe-da-manha.html,es,False,breakfast,1513,Desayuno con Vista en Río | Pan de Azúcar,"Desayuno con vista en Río, en el Morro da Urca dentro del Parque Bondinho Pan de Azúcar. Abierto todos los días desde las 8:30.",Desayuno con vista al Pan de Azúcar — Morro da Urca.,https://www.embaixadacarioca.com/es/cafe-da-manha.html,"AggregateRating,Answer,BreadcrumbList,FAQPage,FoodEvent,GeoCoordinates,ListItem,LocationFeatureSpecification,OpeningHoursSpecification,Place,PostalAddress,Question,ReserveAction,Restaurant,Schedule,SpeakableSpecification,WebPage,WebSite",True,True,True,True,True,0,,0,201.2,69,100
es/caipirinha-com-vista-rio.html,es,False,guide,674,Dónde Tomar Caipirinha en Río con Vista | Embaixada Carioca,La mejor caipirinha de Río de Janeiro con vista al Pan de Azúcar. Cachaça Magnífica premiada y frutas frescas en el Morro da Urca.,Dónde Tomar Caipirinha en Río de Janeiro,https://www.embaixadacarioca.com/es/caipirinha-com-vista-rio.html,"AggregateRating,BarOrPub,BreadcrumbList,GeoCoordinates,ListItem,LocalBusiness,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,0,71.3,52,92
es/cardapio.html,es,False,menu,1033,Menú | Restaurante Bondinho | Embaixada Carioca,,"Menú completo — Embaixada Carioca, Morro da Urca.",https://www.embaixadacarioca.com/es/cardapio.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocationFeatureSpecification,MenuItem,MenuSection,Menú,Offer,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,SpeakableSpecification,WebPage,WebSite",True,False,True,True,True,0,,0,179.4,83,90
es/como-llegar.html,es,False,access,885,Cómo Llegar al Pan de Azúcar y Morro da Urca | Embaixada Carioca,"Cómo llegar a Embaixada Carioca en el Morro da Urca: entradas del Bondinho, sendero, metro, autobús, Uber, coche, estacionamiento y bici.",Cómo llegar a Embaixada Carioca en el Morro da Urca,https://www.embaixadacarioca.com/es/como-llegar.html,"Answer,FAQPage,PostalAddress,Question,Restaurant,WebPage",True,True,False,True,True,0,,0,29.0,0,87
es/contato.html,es,False,generic,597,Contacto | Embaixada Carioca — Restaurante Morro da Urca,"Contacto, reservas y eventos en Embaixada Carioca, restaurante brasileño en el Morro da Urca dentro del Parque Bondinho Pan de Azúcar.","Contacto, reservas y eventos en el Morro da Urca",https://www.embaixadacarioca.com/es/contato.html,"AggregateRating,BreadcrumbList,GeoCoordinates,ListItem,LocalBusiness,LocationFeatureSpecification,OpeningHoursSpecification,PostalAddress,ReserveAction,Restaurant,WebPage,WebSite",True,False,True,True,True,0,,1,35.1,0,81
es/desayuno-con-vista-rio-de-janeiro.html,es,False,breakfast,492,Desayuno con Vista en Río de Janeiro | Embaixada Carioca,"Desayuno con vista en Río de Janeiro, en el Morro da Urca dentro del Parque Bondinho Pan de Azúcar. Abierto todos los días desde las 8:30.",Desayuno con vista en Río de Janeiro,https://www.embaixadacarioca.com/es/desayuno-con-vista-rio-de-janeiro.html,"Answer,FAQPage,PostalAddress,Question,Restaurant,WebPage",True,True,False,True,True,0,,0,19.6,0,79
